year,constituency,constituency_type,n_member,candidate,party,party_name,votes,votes_perc,rank,result
2006,Aljunied,GRC,5,Mohd Rahizan Bin Yaacob,WP,Workers' Party,58593,43.91,2,lost
2006,Aljunied,GRC,5,Tan Wui-Hua,WP,Workers' Party,58593,43.91,2,lost
2006,Ang Mo Kio,GRC,6,Inderjit Singh,PAP,People's Action Party,96636,66.14,1,won
2006,Ang Mo Kio,GRC,6,Lam Pin Min,PAP,People's Action Party,96636,66.14,1,won
2006,Ang Mo Kio,GRC,6,Lee Bee Wah,PAP,People's Action Party,96636,66.14,1,won
2006,Ang Mo Kio,GRC,6,Lee Hsien Loong,PAP,People's Action Party,96636,66.14,1,won
2006,Ang Mo Kio,GRC,6,Sadasivan Balaji,PAP,People's Action Party,96636,66.14,1,won
2006,Ang Mo Kio,GRC,6,Wee Siew Kim,PAP,People's Action Party,96636,66.14,1,won
2006,Ang Mo Kio,GRC,6,Abdul Salim Bin Harun,WP,Workers' Party,49479,33.86,2,lost
2006,Ang Mo Kio,GRC,6,Gopal Krishnan,WP,Workers' Party,49479,33.86,2,lost
2006,Ang Mo Kio,GRC,6,Han Su May,WP,Workers' Party,49479,33.86,2,lost
2006,Ang Mo Kio,GRC,6,Lee Wai Leng,WP,Workers' Party,49479,33.86,2,lost
2006,Ang Mo Kio,GRC,6,Tan Kian Hwee Melvin,WP,Workers' Party,49479,33.86,2,lost
2006,Ang Mo Kio,GRC,6,Yaw Shin Leong,WP,Workers' Party,49479,33.86,2,lost
2006,Bishan-Toa Payoh,GRC,5,Hri Kumar Sangaran,PAP,People's Action Party,0,,1,won_uncontested
2006,Bishan-Toa Payoh,GRC,5,Ng Eng Hen,PAP,People's Action Party,0,,1,won_uncontested
2006,Bishan-Toa Payoh,GRC,5,Josephine Teo,PAP,People's Action Party,0,,1,won_uncontested
2006,Bishan-Toa Payoh,GRC,5,Wong Kan Seng,PAP,People's Action Party,0,,1,won_uncontested
2006,Bishan-Toa Payoh,GRC,5,Zainudin Bin Nordin,PAP,People's Action Party,0,,1,won_uncontested
2006,Bukit Panjang,SMC,1,Teo Ho Pin,PAP,People's Action Party,21652,77.19,1,won
2006,Bukit Panjang,SMC,1,Ling How Doong,SDP,Singapore Democratic Party,6400,22.81,2,lost
2006,Chua Chu Kang,SMC,1,Gan Kim Yong,PAP,People's Action Party,14156,60.37,1,won
2006,Chua Chu Kang,SMC,1,Steve Chia,SDA,Singapore Democratic Alliance,9292,39.63,2,lost
2006,East Coast,GRC,5,Abdullah Tarmugi,PAP,People's Action Party,66931,63.86,1,won
2006,East Coast,GRC,5,Lee Yi Shyan,PAP,People's Action Party,66931,63.86,1,won
2006,East Coast,GRC,5,Lim Siang Keat Raymond,PAP,People's Action Party,66931,63.86,1,won
2006,East Coast,GRC,5,S Jayakumar,PAP,People's Action Party,66931,63.86,1,won
2006,East Coast,GRC,5,Tan Soon Neo Jessica,PAP,People's Action Party,66931,63.86,1,won
2006,East Coast,GRC,5,Abdul Rahim,WP,Workers' Party,37873,36.14,2,lost
2006,East Coast,GRC,5,Chia Ti Lik,WP,Workers' Party,37873,36.14,2,lost
2006,East Coast,GRC,5,Brandon Siow,WP,Workers' Party,37873,36.14,2,lost
2006,East Coast,GRC,5,Eric Tan,WP,Workers' Party,37873,36.14,2,lost
2006,East Coast,GRC,5,Perry Tong,WP,Workers' Party,37873,36.14,2,lost
2006,Holland-Bukit Timah,GRC,5,Christopher De Souza,PAP,People's Action Party,0,,1,won_uncontested
2006,Holland-Bukit Timah,GRC,5,Foo Yee Shoon,PAP,People's Action Party,0,,1,won_uncontested
2006,Holland-Bukit Timah,GRC,5,Liang Eng Hwa,PAP,People's Action Party,0,,1,won_uncontested
2006,Holland-Bukit Timah,GRC,5,Lim Swee Say,PAP,People's Action Party,0,,1,won_uncontested
2006,Holland-Bukit Timah,GRC,5,Vivian Balakrishnan,PAP,People's Action Party,0,,1,won_uncontested
2006,Hong Kah,GRC,5,Ang Mong Seng,PAP,People's Action Party,0,,1,won_uncontested
2006,Hong Kah,GRC,5,Khor Lean Suan Amy,PAP,People's Action Party,0,,1,won_uncontested
2006,Hong Kah,GRC,5,Yeo Cheow Tong,PAP,People's Action Party,0,,1,won_uncontested
2006,Hong Kah,GRC,5,Yeo Khirn Hai Alvin,PAP,People's Action Party,0,,1,won_uncontested
2006,Hong Kah,GRC,5,Zaqy B Mohamad,PAP,People's Action Party,0,,1,won_uncontested
2006,Hougang,SMC,1,Low Thia Khiang,WP,Workers' Party,13989,62.74,1,won
2006,Hougang,SMC,1,Eric Low Siak Meng,PAP,People's Action Party,8308,37.26,2,lost
2006,Jalan Besar,GRC,5,Heng Chee How,PAP,People's Action Party,58913,69.26,1,won
2006,Jalan Besar,GRC,5,Lee Boon Yang,PAP,People's Action Party,58913,69.26,1,won
2006,Jalan Besar,GRC,5,Lily Neo,PAP,People's Action Party,58913,69.26,1,won
2006,Jalan Besar,GRC,5,Phua Lay Peng Denise,PAP,People's Action Party,58913,69.26,1,won
2006,Jalan Besar,GRC,5,Yaacob Ibrahim,PAP,People's Action Party,58913,69.26,1,won
2006,Jalan Besar,GRC,5,Cheo Chai Chen,SDA,Singapore Democratic Alliance,26151,30.74,2,lost
2006,Jalan Besar,GRC,5,Fong Chin Leong,SDA,Singapore Democratic Alliance,26151,30.74,2,lost
2006,Jalan Besar,GRC,5,Muhamad Ali Aman,SDA,Singapore Democratic Alliance,26151,30.74,2,lost
2006,Jalan Besar,GRC,5,Teo Kway Huang Sebastian,SDA,Singapore Democratic Alliance,26151,30.74,2,lost
2006,Jalan Besar,GRC,5,Yeo Boon Keng Vincent,SDA,Singapore Democratic Alliance,26151,30.74,2,lost
2006,Joo Chiat,SMC,1,Chan Soo Sen,PAP,People's Action Party,12226,65.01,1,won
2006,Joo Chiat,SMC,1,Tan Bin Seng,WP,Workers' Party,6580,34.99,2,lost
2006,Jurong,GRC,5,Fu Hai Yien Grace,PAP,People's Action Party,0,,1,won_uncontested
2006,Jurong,GRC,5,Halimah Binte Yacob,PAP,People's Action Party,0,,1,won_uncontested
2006,Jurong,GRC,5,Lim Boon Heng,PAP,People's Action Party,0,,1,won_uncontested
2006,Jurong,GRC,5,Ong Chit Chung,PAP,People's Action Party,0,,1,won_uncontested
2006,Jurong,GRC,5,Tharman Shanmugaratnam,PAP,People's Action Party,0,,1,won_uncontested
2006,MacPherson,SMC,1,Matthias Yao Chih,PAP,People's Action Party,13184,68.48,1,won
2006,MacPherson,SMC,1,Sin Kek Tong,SDA,Singapore Democratic Alliance,6067,31.52,2,lost
2006,Marine Parade,GRC,6,Fatimah Binte Abdul Lateef,PAP,People's Action Party,0,,1,won_uncontested
2006,Marine Parade,GRC,6,Goh Chok Tong,PAP,People's Action Party,0,,1,won_uncontested
2006,Marine Parade,GRC,6,Lim Biow Chuan,PAP,People's Action Party,0,,1,won_uncontested
2006,Marine Parade,GRC,6,Muhammad Faishal bin Ibrahim Khan Surattee,PAP,People's Action Party,0,,1,won_uncontested
2006,Marine Parade,GRC,6,Ong Seh Hong,PAP,People's Action Party,0,,1,won_uncontested
2006,Marine Parade,GRC,6,Seah Kian Peng,PAP,People's Action Party,0,,1,won_uncontested
2006,Nee Soon Central,SMC,1,Ong Ah Heng,PAP,People's Action Party,14211,65.37,1,won
2006,Nee Soon Central,SMC,1,Lian Chin Way,WP,Workers' Party,7529,34.63,2,lost
2006,Nee Soon East,SMC,1,Ho Peng Kee,PAP,People's Action Party,20949,68.72,1,won
2006,Nee Soon East,SMC,1,Poh Lee Guan,WP,Workers' Party,9535,31.28,2,lost
2006,Pasir Ris-Punggol,GRC,6,Ahmad Magad,PAP,People's Action Party,113322,68.7,1,won
2006,Pasir Ris-Punggol,GRC,6,Chong You Fook Charles,PAP,People's Action Party,113322,68.7,1,won
2006,Pasir Ris-Punggol,GRC,6,Low Penny,PAP,People's Action Party,113322,68.7,1,won
2006,Pasir Ris-Punggol,GRC,6,Michael Palmer,PAP,People's Action Party,113322,68.7,1,won
2006,Pasir Ris-Punggol,GRC,6,Teo Chee Hean,PAP,People's Action Party,113322,68.7,1,won
2006,Pasir Ris-Punggol,GRC,6,Teo Ser Luck,PAP,People's Action Party,113322,68.7,1,won
2006,Pasir Ris-Punggol,GRC,6,Ishak Haroun,SDA,Singapore Democratic Alliance,51618,31.3,2,lost
2006,Pasir Ris-Punggol,GRC,6,Lee Hock Huat,SDA,Singapore Democratic Alliance,51618,31.3,2,lost
2006,Pasir Ris-Punggol,GRC,6,Lim Bak Chuan,SDA,Singapore Democratic Alliance,51618,31.3,2,lost
2006,Pasir Ris-Punggol,GRC,6,Mohd Hamim Aliyas,SDA,Singapore Democratic Alliance,51618,31.3,2,lost
2006,Pasir Ris-Punggol,GRC,6,Ong Beng Soon Elvin,SDA,Singapore Democratic Alliance,51618,31.3,2,lost
2006,Pasir Ris-Punggol,GRC,6,Yen Kim Khooi,SDA,Singapore Democratic Alliance,51618,31.3,2,lost
2006,Potong Pasir,SMC,1,Chiam See Tong,SDA,Singapore Democratic Alliance,8245,55.82,1,won
2006,Potong Pasir,SMC,1,Sitoh Yih Pin,PAP,People's Action Party,6527,44.18,2,lost
2006,Sembawang,GRC,6,Hawazi Daipi,PAP,People's Action Party,130170,76.7,1,won
2006,Sembawang,GRC,6,Khaw Boon Wan,PAP,People's Action Party,130170,76.7,1,won
2006,Sembawang,GRC,6,Ellen Lee Geck Hoon,PAP,People's Action Party,130170,76.7,1,won
2006,Sembawang,GRC,6,Lim Wee Kiak,PAP,People's Action Party,130170,76.7,1,won
2006,Sembawang,GRC,6,Mohd Maliki Osman,PAP,People's Action Party,130170,76.7,1,won
2006,Sembawang,GRC,6,Shanmugam K,PAP,People's Action Party,130170,76.7,1,won
2006,Sembawang,GRC,6,Chee Siok Chin,SDP,Singapore Democratic Party,39537,23.3,2,lost
2006,Sembawang,GRC,6,Mohamed Isa Bin Abdul Aziz,SDP,Singapore Democratic Party,39537,23.3,2,lost
2006,Sembawang,GRC,6,Narayanasamy Gogelavany,SDP,Singapore Democratic Party,39537,23.3,2,lost
2006,Sembawang,GRC,6,Neo Ting Wei Christopher,SDP,Singapore Democratic Party,39537,23.3,2,lost
2006,Sembawang,GRC,6,Sng Choon Guan,SDP,Singapore Democratic Party,39537,23.3,2,lost
2006,Sembawang,GRC,6,Yong Chu Leong,SDP,Singapore Democratic Party,39537,23.3,2,lost
2006,Tampines,GRC,5,Mah Bow Tan,PAP,People's Action Party,80376,68.51,1,won
2006,Tampines,GRC,5,Masagos Zulkifli B M M,PAP,People's Action Party,80376,68.51,1,won
2006,Tampines,GRC,5,Ng Phek Hoong Irene,PAP,People's Action Party,80376,68.51,1,won
2006,Tampines,GRC,5,Ong Kian Min,PAP,People's Action Party,80376,68.51,1,won
2006,Tampines,GRC,5,Sin Boon Ann,PAP,People's Action Party,80376,68.51,1,won
2006,Tampines,GRC,5,Abdul Rahman Bin Mohamad,SDA,Singapore Democratic Alliance,36948,31.49,2,lost
2006,Tampines,GRC,5,Lim Tung Hee,SDA,Singapore Democratic Alliance,36948,31.49,2,lost
2006,Tampines,GRC,5,Ng Say Eng,SDA,Singapore Democratic Alliance,36948,31.49,2,lost
2006,Tampines,GRC,5,Ong Hock Siong,SDA,Singapore Democratic Alliance,36948,31.49,2,lost
2006,Tampines,GRC,5,Tan Lead Shake,SDA,Singapore Democratic Alliance,36948,31.49,2,lost
2006,Tanjong Pagar,GRC,6,Baey Yam Keng,PAP,People's Action Party,0,,1,won_uncontested
2006,Tanjong Pagar,GRC,6,Indranee Thurai Rajah,PAP,People's Action Party,0,,1,won_uncontested
2006,Tanjong Pagar,GRC,6,Koo Tsai Kee,PAP,People's Action Party,0,,1,won_uncontested
2006,Tanjong Pagar,GRC,6,Lee Kuan Yew,PAP,People's Action Party,0,,1,won_uncontested
2006,Tanjong Pagar,GRC,6,Lui Tuck Yew,PAP,People's Action Party,0,,1,won_uncontested
2006,Tanjong Pagar,GRC,6,Tan Chin Siong,PAP,People's Action Party,0,,1,won_uncontested
2006,West Coast,GRC,5,Fong Jen Arthur,PAP,People's Action Party,0,,1,won_uncontested
2006,West Coast,GRC,5,Foo Chee Keng Cedric,PAP,People's Action Party,0,,1,won_uncontested
2006,West Coast,GRC,5,Ho Geok Choo Madeleine,PAP,People's Action Party,0,,1,won_uncontested
2006,West Coast,GRC,5,Lim Hng Kiang,PAP,People's Action Party,0,,1,won_uncontested
2006,West Coast,GRC,5,Iswaran S,PAP,People's Action Party,0,,1,won_uncontested
2006,Yio Chu Kang,SMC,1,Seng Han Thong,PAP,People's Action Party,15726,68.28,1,won
2006,Yio Chu Kang,SMC,1,Yip Yew Weng,SDA,Singapore Democratic Alliance,7307,31.72,2,lost
2011,Aljunied,GRC,5,Chen Show Mao,WP,Workers' Party,72289,54.72,1,won
2011,Aljunied,GRC,5,Sylvia Lim,WP,Workers' Party,72289,54.72,1,won
2011,Aljunied,GRC,5,Low Thia Khiang,WP,Workers' Party,72289,54.72,1,won
2011,Aljunied,GRC,5,Muhamad Faisal Bin Abdul Manap,WP,Workers' Party,72289,54.72,1,won
2011,Aljunied,GRC,5,Pritam Singh,WP,Workers' Party,72289,54.72,1,won
2011,Aljunied,GRC,5,Lim Hwee Hua,PAP,People's Action Party,59829,45.28,2,lost
2011,Aljunied,GRC,5,Ong Ye Kung,PAP,People's Action Party,59829,45.28,2,lost
2011,Aljunied,GRC,5,Cynthia Phua,PAP,People's Action Party,59829,45.28,2,lost
2011,Aljunied,GRC,5,George Yong-Boon Yeo,PAP,People's Action Party,59829,45.28,2,lost
2011,Aljunied,GRC,5,Zainul Abidin Rasheed,PAP,People's Action Party,59829,45.28,2,lost
2011,Ang Mo Kio,GRC,6,Ang Hin Kee| Inderjit Singh| Intan Azura Binte MOokhtar,PAP,People's Action Party,112677,69.33,1,won
2011,Ang Mo Kio,GRC,6,Lee Hsien Loong,PAP,People's Action Party,112677,69.33,1,won
2011,Ang Mo Kio,GRC,6,Seng Han Thong,PAP,People's Action Party,112677,69.33,1,won
2011,Ang Mo Kio,GRC,6,Yeo Guat Kwang,PAP,People's Action Party,112677,69.33,1,won
2011,Ang Mo Kio,GRC,6,Lim Tung Hee Arthero,RP,Reform Party,49851,30.67,2,lost
2011,Ang Mo Kio,GRC,6,Lim Zirui,RP,Reform Party,49851,30.67,2,lost
2011,Ang Mo Kio,GRC,6,Mohamed Mansor Bin Abdul Rahman,RP,Reform Party,49851,30.67,2,lost
2011,Ang Mo Kio,GRC,6,Osman Bin Sulaiman,RP,Reform Party,49851,30.67,2,lost
2011,Ang Mo Kio,GRC,6,Tan Zhi Xiang,RP,Reform Party,49851,30.67,2,lost
2011,Ang Mo Kio,GRC,6,Vigneswari D/O V Ramachandran,RP,Reform Party,49851,30.67,2,lost
2011,Bishan-Toa Payoh,GRC,5,Hri Kumar Nair,PAP,People's Action Party,62385,56.93,1,won
2011,Bishan-Toa Payoh,GRC,5,Ng Eng Hen,PAP,People's Action Party,62385,56.93,1,won
2011,Bishan-Toa Payoh,GRC,5,Josephine Teo,PAP,People's Action Party,62385,56.93,1,won
2011,Bishan-Toa Payoh,GRC,5,Wong Kan Seng,PAP,People's Action Party,62385,56.93,1,won
2011,Bishan-Toa Payoh,GRC,5,Zainudin Nordin,PAP,People's Action Party,62385,56.93,1,won
2011,Bishan-Toa Payoh,GRC,5,Chiam See Tong,SPP,Singapore People's Party,47205,43.07,2,lost
2011,Bishan-Toa Payoh,GRC,5,Lee Yeong Wee,SPP,Singapore People's Party,47205,43.07,2,lost
2011,Bishan-Toa Payoh,GRC,5,Wilfred Leung,SPP,Singapore People's Party,47205,43.07,2,lost
2011,Bishan-Toa Payoh,GRC,5,Mohamad Hamim Aliyas,SPP,Singapore People's Party,47205,43.07,2,lost
2011,Bishan-Toa Payoh,GRC,5,Benjamin Pwee,SPP,Singapore People's Party,47205,43.07,2,lost
2011,Bukit Panjang,SMC,1,Teo Ho Pin,PAP,People's Action Party,20375,66.27,1,won
2011,Bukit Panjang,SMC,1,Alec Tok,SDP,Singapore Democratic Party,10372,33.73,2,lost
2011,Chua Chu Kang,GRC,5,Gan Kim Yong,PAP,People's Action Party,89710,61.2,1,won
2011,Chua Chu Kang,GRC,5,Low Yen Ling,PAP,People's Action Party,89710,61.2,1,won
2011,Chua Chu Kang,GRC,5,Alex Yam ZiMing,PAP,People's Action Party,89710,61.2,1,won
2011,Chua Chu Kang,GRC,5,Yeo Khirn Hai Alvin,PAP,People's Action Party,89710,61.2,1,won
2011,Chua Chu Kang,GRC,5,Zaqy Bin Mohamad,PAP,People's Action Party,89710,61.2,1,won
2011,Chua Chu Kang,GRC,5,Jeisialn Sivalingam,NSP,National Solidarity Party,56885,38.8,2,lost
2011,Chua Chu Kang,GRC,5,Nor Lella Mardiiiah Bte Mohamed,NSP,National Solidarity Party,56885,38.8,2,lost
2011,Chua Chu Kang,GRC,5,Hazel Poa Koon Koon,NSP,National Solidarity Party,56885,38.8,2,lost
2011,Chua Chu Kang,GRC,5,Tony Tan Lay Thiam,NSP,National Solidarity Party,56885,38.8,2,lost
2011,Chua Chu Kang,GRC,5,"Teo Kway Huang, Sebastian",NSP,National Solidarity Party,56885,38.8,2,lost
2011,East Coast,GRC,5,Lee Yi Shyan,PAP,People's Action Party,59992,54.83,1,won
2011,East Coast,GRC,5,Lim Siang Keat Raymond,PAP,People's Action Party,59992,54.83,1,won
2011,East Coast,GRC,5,Lim Swee Say,PAP,People's Action Party,59992,54.83,1,won
2011,East Coast,GRC,5,Mohd Maliki Bin Osman,PAP,People's Action Party,59992,54.83,1,won
2011,East Coast,GRC,5,Tan Soon Neo Jessica,PAP,People's Action Party,59992,54.83,1,won
2011,East Coast,GRC,5,Gerald Giam Yean Song,WP,Workers' Party,49429,45.17,2,lost
2011,East Coast,GRC,5,Glenda Han Su May,WP,Workers' Party,49429,45.17,2,lost
2011,East Coast,GRC,5,Mohamed Fazli Bin Talip,WP,Workers' Party,49429,45.17,2,lost
2011,East Coast,GRC,5,Png Eng Huat,WP,Workers' Party,49429,45.17,2,lost
2011,East Coast,GRC,5,Eric Tan Heng Chong,WP,Workers' Party,49429,45.17,2,lost
2011,Holland-Bukit Timah,GRC,4,De Souza Christopher Jamed,PAP,People's Action Party,48773,60.08,1,won
2011,Holland-Bukit Timah,GRC,4,Liang Eng Hwa,PAP,People's Action Party,48773,60.08,1,won
2011,Holland-Bukit Timah,GRC,4,Sim Ann,PAP,People's Action Party,48773,60.08,1,won
2011,Holland-Bukit Timah,GRC,4,Vivian Balakrishnan,PAP,People's Action Party,48773,60.08,1,won
2011,Holland-Bukit Timah,GRC,4,Ang Yong Guan,SDP,Singapore Democratic Party,32406,39.92,2,lost
2011,Holland-Bukit Timah,GRC,4,Michelle Lee Juen,SDP,Singapore Democratic Party,32406,39.92,2,lost
2011,Holland-Bukit Timah,GRC,4,Tan Jee Say,SDP,Singapore Democratic Party,32406,39.92,2,lost
2011,Holland-Bukit Timah,GRC,4,Wijeysingha Vincent Rene,SDP,Singapore Democratic Party,32406,39.92,2,lost
2011,Hong Kah North,SMC,1,Amy Khor Lean Suan,PAP,People's Action Party,18156,70.61,1,won
2011,Hong Kah North,SMC,1,Sin Kek Tong,SPP,Singapore People's Party,7556,29.39,2,lost
2011,Hougang,SMC,1,Yaw Shin Leong,WP,Workers' Party,14850,64.8,1,won
2011,Hougang,SMC,1,Desmond Choo Pey Ching,PAP,People's Action Party,8065,35.2,2,lost
2011,Joo Chiat,SMC,1,Charles Chong You Fook,PAP,People's Action Party,9666,51.02,1,won
2011,Joo Chiat,SMC,1,Yee Jenn Jong,WP,Workers' Party,9278,48.98,2,lost
2011,Jurong,GRC,5,Ang Wei Neng,PAP,People's Action Party,76595,66.96,1,won
2011,Jurong,GRC,5,Halimah Binte Yacob,PAP,People's Action Party,76595,66.96,1,won
2011,Jurong,GRC,5,Desmond Lee Ti-Seng (Li ZhiSheng),PAP,People's Action Party,76595,66.96,1,won
2011,Jurong,GRC,5,Ong Kim Huat,PAP,People's Action Party,76595,66.96,1,won
2011,Jurong,GRC,5,Tharman Shanmugaratnam,PAP,People's Action Party,76595,66.96,1,won
2011,Jurong,GRC,5,Abdul Rasheed,NSP,National Solidarity Party,37786,33.04,2,lost
2011,Jurong,GRC,5,Christopher Neo Ting Wei,NSP,National Solidarity Party,37786,33.04,2,lost
2011,Jurong,GRC,5,Noraini Yunus,NSP,National Solidarity Party,37786,33.04,2,lost
2011,Jurong,GRC,5,Ong Beng Ssson Elvin,NSP,National Solidarity Party,37786,33.04,2,lost
2011,Jurong,GRC,5,Ong Hock Siong,NSP,National Solidarity Party,37786,33.04,2,lost
2011,Marine Parade,GRC,5,Fatimah Binte Abdul Lateef,PAP,People's Action Party,78286,56.64,1,won
2011,Marine Parade,GRC,5,Goh Chok Tong,PAP,People's Action Party,78286,56.64,1,won
2011,Marine Parade,GRC,5,Seah Kian Peng,PAP,People's Action Party,78286,56.64,1,won
2011,Marine Parade,GRC,5,Tan Chuan-Jin,PAP,People's Action Party,78286,56.64,1,won
2011,Marine Parade,GRC,5,Tin Pei Ling,PAP,People's Action Party,78286,56.64,1,won
2011,Marine Parade,GRC,5,Abdul Salim Bin Harun,NSP,National Solidarity Party,59926,43.36,2,lost
2011,Marine Parade,GRC,5,Cheo Chai Chen,NSP,National Solidarity Party,59926,43.36,2,lost
2011,Marine Parade,GRC,5,Ng Chung Hon,NSP,National Solidarity Party,59926,43.36,2,lost
2011,Marine Parade,GRC,5,Nicole Rebecca Seah Xue Ling,NSP,National Solidarity Party,59926,43.36,2,lost
2011,Marine Parade,GRC,5,Yeo Tiong Boon,NSP,National Solidarity Party,59926,43.36,2,lost
2011,Moulmein-Kallang,GRC,4,Lui Tuck Yew,PAP,People's Action Party,44886,58.55,1,won
2011,Moulmein-Kallang,GRC,4,Phua Lay Peng Denise,PAP,People's Action Party,44886,58.55,1,won
2011,Moulmein-Kallang,GRC,4,Edwin Tong Chun Fai,PAP,People's Action Party,44886,58.55,1,won
2011,Moulmein-Kallang,GRC,4,Yaacob Bin Ibrahim,PAP,People's Action Party,44886,58.55,1,won
2011,Moulmein-Kallang,GRC,4,Chan Sio Phing Frieda,WP,Workers' Party,31773,41.45,2,lost
2011,Moulmein-Kallang,GRC,4,L Somasundaram,WP,Workers' Party,31773,41.45,2,lost
2011,Moulmein-Kallang,GRC,4,Mohd Rahizan Bin Ya'acob,WP,Workers' Party,31773,41.45,2,lost
2011,Moulmein-Kallang,GRC,4,Toh Hong Boon,WP,Workers' Party,31773,41.45,2,lost
2011,Mountbatten,SMC,1,Lim Biow Chuan,PAP,People's Action Party,11985,58.62,1,won
2011,Mountbatten,SMC,1,Jeannette Chong-Aruldoss,NSP,National Solidarity Party,8461,41.38,2,lost
2011,Nee Soon,GRC,5,K Shanmugam,PAP,People's Action Party,80740,58.4,1,won
2011,Nee Soon,GRC,5,Lee Bee Wah,PAP,People's Action Party,80740,58.4,1,won
2011,Nee Soon,GRC,5,Lim Wee Kiak,PAP,People's Action Party,80740,58.4,1,won
2011,Nee Soon,GRC,5,Muhammad Faishal Ibrahim,PAP,People's Action Party,80740,58.4,1,won
2011,Nee Soon,GRC,5,Tay Teck Guan Patrick,PAP,People's Action Party,80740,58.4,1,won
2011,Nee Soon,GRC,5,Chong Cham Weng,WP,Workers' Party,57523,41.6,2,lost
2011,Nee Soon,GRC,5,"Oon Kheng Faye, Angela",WP,Workers' Party,57523,41.6,2,lost
2011,Nee Soon,GRC,5,Poh Lee Guan,WP,Workers' Party,57523,41.6,2,lost
2011,Nee Soon,GRC,5,Sajeev S/O Kunju Raman Kamalasanan,WP,Workers' Party,57523,41.6,2,lost
2011,Nee Soon,GRC,5,Yam Poh Nam,WP,Workers' Party,57523,41.6,2,lost
2011,Pasir Ris-Punggol,GRC,6,Gan Thiam Poh,PAP,People's Action Party,100493,64.79,1,won
2011,Pasir Ris-Punggol,GRC,6,Janil Arusha Puthucheary,PAP,People's Action Party,100493,64.79,1,won
2011,Pasir Ris-Punggol,GRC,6,Low Penny,PAP,People's Action Party,100493,64.79,1,won
2011,Pasir Ris-Punggol,GRC,6,Teo Chee Hean,PAP,People's Action Party,100493,64.79,1,won
